"Datasheet.Order","Year","Date","Diver","SiteDetails.Recorder","Measurement.Processors","Site.ID","bay.side","Quadrat","Temperature","Salinity","Sediment.Type","Habitat.Type","%Seagrass","%Macroalgae","Seagrass.in.Area?","Quadrat.Size","Notes","Overall.Notes"
NA,2018,2018-08-06,"DWC","DWC;CW;URI","DWC;CW;URI","SGV 90","W",2,"24.9","29.9","S","SF",0,5,"N",1,"some Crepidula",NA
NA,2018,2018-08-06,"DWC","DWC;CW;URI","DWC;CW;URI","SGV LS2","E",1,"27.2","28.6","S","SG",50,50,"Y",1,"red filamentous algae",NA
NA,2018,2018-08-06,"DWC","DWC;CW;URI","DWC;CW;URI","SGV LS2","E",2,"27.2","28.6","S","SG",35,40,"Y",1,"red filamentous algae",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV 49","W",1,NA,NA,"S","SF",0,0,"N",1,"horseshoe crabs",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV 49","W",2,NA,NA,"S","SF",0,0,"N",1,"horseshoe crabs",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV 91","W",1,NA,NA,"M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV 91","W",2,NA,NA,"M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD14","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD14","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD15","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD15","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD16","E",1,NA,NA,"M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD16","E",2,NA,NA,"M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD17","E",1,NA,NA,"S","SF",5,0,"Y",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD17","E",2,NA,NA,"S","SF",0,0,"Y",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD18","E",1,"23.7","29.9","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD18","E",2,"23.7","29.9","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD19","E",1,"24.1","29.9","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV AD19","E",2,"24.1","29.9","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV SU7","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV SU7","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV SU8","E",1,"24.6","29.7","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-09,"DWC","DWC;AD;LM","DWC;AD;LM","SGV SU8","E",2,"24.6","29.7","M","MF",0,0,"N",1,"very soft",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD25","W",1,NA,NA,"MS","SF",0,0,"N",1,"abundant Gemma gemma shell hash",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD25","W",2,NA,NA,"MS","SF",0,0,"N",1,"abundant Gemma gemma shell hash",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD26","W",1,NA,NA,"MS","SF",0,0,"N",1,"abundant Gemma gemma shell hash",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD26","W",2,NA,NA,"MS","SF",0,0,"N",1,"abundant Gemma gemma shell hash",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD27","W",1,NA,NA,"S","SF",0,0,"N",1,"high proportion of shell hash; lots of empty oyster drill shells",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD27","W",2,NA,NA,"S","SF",0,0,"N",1,"high proportion of shell hash",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD28","W",1,NA,NA,"S","SF",0,10,"N",1,"high proportion of shell hash",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD28","W",2,NA,NA,"S","SF",0,10,"N",1,"high proportion of shell hash",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD29","W",1,NA,NA,"S","MA",0,100,"N",1,NA,NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD29","W",2,NA,NA,"S","MA",0,100,"N",NA,"not suction sampled - excavated by hand only within quadrat due to excessive macroalgae",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD30","W",1,NA,NA,"MS","SF",0,25,"N",1,"1 live bay scallop",NA
NA,2018,2018-08-29,"DWC","DWC;CW;MD","DWC;CW;MD","SGV AD30","W",2,NA,NA,"MS","SF",0,30,"N",1,NA,NA
1,2019,2019-07-12,"DWC/DMC","DMC; DWC; HF; BJS","DMC; DWC; HF; BJS","SGV 62","W",1,NA,NA,"MS","SG",60,20,"Y",1,"probable flounder",NA
1,2019,2019-07-12,"DWC/DMC","DMC; DWC; HF; BJS","DMC; DWC; HF; BJS","SGV 62","W",2,NA,NA,"MS","SG",20,5,"Y",1,NA,NA
1,2019,2019-07-12,"DWC/DMC","DMC; DWC; HF; BJS","DMC; DWC; HF; BJS","SGV 70","W",1,NA,NA,"MS","SH",0,0,"N",1,NA,NA
1,2019,2019-07-12,"DWC/DMC","DMC; DWC; HF; BJS","DMC; DWC; HF; BJS","SGV 70","W",2,NA,NA,"MS","SH",0,0,"N",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 69","W",1,NA,NA,"M","MF",0,100,"N",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 69","W",2,NA,NA,"M","MF",0,100,"N",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 71","W",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 71","W",2,NA,NA,"S","SF",0,0,"N",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 79","W",1,NA,NA,"S","SF",0,0,"Y",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 79","W",2,NA,NA,"S","SF",0,0,"Y",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 80","W",1,NA,NA,"M","SF",0,0,"N",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 80","W",2,NA,NA,"M","SF",0,0,"N",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 96","W",1,NA,NA,"S","SF",0,5,"Y",1,NA,NA
1,2019,2019-07-24,"DMC/MV","DMC; BJS; RM; MR; HF","DMC; BJS; RM; MR; HF","SGV 96","W",2,NA,NA,"S","SF",10,0,"Y",1,NA,NA
1,2019,2019-07-25,"DMC","DMC; BJS; HF; MR; TC","DMC; BJS; HF; MR; TC","SGV 75","W",1,NA,NA,"S","SF",0,2,"N",1,NA,NA
1,2019,2019-07-25,"DMC","DMC; BJS; HF; MR; TC","DMC; BJS; HF; MR; TC","SGV 75","W",2,NA,NA,"S","SF",0,0,"N",1,NA,NA
1,2019,2019-07-25,"DMC","DMC; BJS; HF; MR; TC","DMC; BJS; HF; MR; TC","SGV 77","W",1,NA,NA,"S","SF",0,5,"N",1,NA,NA
1,2019,2019-07-25,"DMC","DMC; BJS; HF; MR; TC","DMC; BJS; HF; MR; TC","SGV 77","W",2,NA,NA,"S","SF",0,0,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 48","W",1,NA,NA,"MS","SF",0,0,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 48","W",2,NA,NA,"MS","SF",0,15,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 49","W",1,NA,NA,"S","SF",0,5,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 49","W",2,NA,NA,"S","SF",0,5,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 85","W",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 85","W",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 86","W",1,NA,NA,"MS","SG",95,5,"Y",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 86","W",2,NA,NA,"MS","SG",25,15,"Y",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 90","W",1,NA,NA,"S","SF",0,10,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 90","W",2,NA,NA,"S","SF",0,0,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 91","W",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 91","W",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 94","W",1,NA,NA,"M","MF",0,100,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV 94","W",2,NA,NA,"M","MF",0,100,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV AD27","W",1,NA,NA,"MS","SF",0,2,"N",1,NA,NA
2,2019,2019-08-01,"DMC","DMC; BJS; MV; TC","DMC; BJS; MV; TC","SGV AD27","W",2,NA,NA,"MS","SF",0,4,"N",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV AD10","E",1,NA,NA,"MS","SF",0,5,"N",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV AD10","E",2,NA,NA,"MS","SF",0,5,"N",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV AD12","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV AD12","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV AD13","E",1,NA,NA,"M","MF",0,0,"Y",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV AD13","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG1","E",1,NA,NA,"S","SG",75,0,"Y",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG1","E",2,NA,NA,"S","SG",80,0,"Y",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG2","E",1,NA,NA,"S","SG",30,5,"Y",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG2","E",2,NA,NA,"S","SG",20,4,"Y",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG3","E",1,NA,NA,"S","SF",0,10,"Y",1,NA,NA
2,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG3","E",2,NA,NA,"S","SF",1,1,"Y",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG4","E",1,NA,NA,"S","SG",20,0,"Y",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV CG4","E",2,NA,NA,"S","SG",50,0,"Y",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV COR","E",1,NA,NA,"S","SG",20,0,"Y",1,NA,NA
3,2019,2019-08-18,"DMC","DMC; AD; AVL","DMC; AD; AVL","SGV COR","E",2,NA,NA,"S","SG",25,0,"Y",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD1","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD1","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD14","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD14","E",2,NA,NA,"SM","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD15","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD15","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD16","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD16","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD17","E",1,NA,NA,"S","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD17","E",2,NA,NA,"S","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD18","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD18","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD19","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD19","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD2","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV AD2","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV FP","E",1,NA,NA,"S","SG",80,15,"Y",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV FP","E",2,NA,NA,"S","SG",10,0,"Y",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV LS4","E",1,NA,NA,"S","SG",30,5,"Y",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV LS4","E",2,NA,NA,"S","SG",35,5,"Y",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV SU4","E",1,NA,NA,"M","MF",0,10,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV SU4","E",2,NA,NA,"M","MF",0,10,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV SU7","E",1,NA,NA,"M","MF",0,10,"N",1,NA,NA
3,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV SU7","E",2,NA,NA,"M","MF",0,15,"N",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV SU8","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-19,"DMC","DMC; AVL, AD; CM","DMC; AVL, AD; CM","SGV SU8","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV 47","W",1,NA,NA,"S","MB",0,15,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV 47","W",2,NA,NA,"S","MB",0,25,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV AD11","E",1,NA,NA,"M","MF",0,5,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV AD11","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV AD8","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV AD8","E",2,NA,NA,"M","MF",0,15,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV SU5","E",1,NA,NA,"M","MF",0,1,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV SU5","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV WI","E",1,NA,NA,"S","MB",0,15,"N",1,NA,NA
4,2019,2019-08-30,"DMC","DMC; KO","DMC; KO","SGV WI","E",2,NA,NA,"S","MB",0,30,"N",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV AD5","E",1,NA,NA,"S","SF",10,0,"Y",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV AD5","E",2,NA,NA,"S","SF",2,0,"Y",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV AD6","E",1,NA,NA,"S","SG",30,0,"Y",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV AD6","E",2,NA,NA,"S","SG",5,0,"Y",1,NA,NA
5,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV LS1","E",1,NA,NA,"S","SF",0,0,"Y",1,NA,NA
5,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV LS1","E",2,NA,NA,"S","SF",2,0,"Y",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV LS2","E",1,NA,NA,"S","SF",5,0,"Y",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV LS2","E",2,NA,NA,"S","SF",1,0,"Y",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV LS3","E",1,NA,NA,"S","SG",20,5,"Y",1,NA,NA
4,2019,2019-08-31,"DMC","DMC; KO, BJS","DMC; KO, BJS","SGV LS3","E",2,NA,NA,"S","SG",10,0,"Y",1,NA,NA
5,2019,2019-09-05,"BJP","BJP; ExpBio","BJP; ExpBio","SGV AD20","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"BJP","BJP; ExpBio","BJP; ExpBio","SGV AD20","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"BJP","BJP; ExpBio","BJP; ExpBio","SGV AD21","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"DMC","DMC; SR; ExpBio","DMC; SR; ExpBio","SGV AD21","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"BJP","BJP; ExpBio","BJP; ExpBio","SGV AD22","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"BJP","BJP; ExpBio","BJP; ExpBio","SGV AD22","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"DMC","DMC; SR; ExpBio","DMC; SR; ExpBio","SGV AD3","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"DMC","DMC; SR; ExpBio","DMC; SR; ExpBio","SGV AD3","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"DMC","DMC; SR; ExpBio","DMC; SR; ExpBio","SGV AD4","E",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
5,2019,2019-09-05,"DMC","DMC; SR; ExpBio","DMC; SR; ExpBio","SGV AD4","E",2,NA,NA,"S","SF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD23","E",1,NA,NA,"M","MF",0,0,"N",1,"Nothing to record",NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD23","E",2,NA,NA,"M","MF",0,0,"N",1,"Nothing to record",NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD24","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD24","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD7","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD7","E",2,NA,NA,"M","MF",0,0,"N",1,"Nothing to record",NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD9","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV AD9","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SAND","E",1,NA,NA,"S","SF",0,50,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SAND","E",2,NA,NA,"S","SF",0,20,"N",1,NA,NA
6,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SU1","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
6,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SU1","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SU2","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SU2","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SU6","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2019,2019-09-22,"DMC","DMC; TV; AD","DMC; TV; AD","SGV SU6","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 62","W",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 62","W",2,NA,NA,"MS","SF",0,0,"Y",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 69","W",1,NA,NA,"M","MA",0,80,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 69","W",2,NA,NA,"M","MA",0,50,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 70","W",1,NA,NA,"MS","SF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 70","W",2,NA,NA,"MS","SF",0,0,"N",1,"Quadrat details were not recorded for quadrat 2. Assumed to be the same as quadrat 1… :(",NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV AD27","W",1,NA,NA,"MS","MF",0,2,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV AD27","W",2,NA,NA,"MS","MF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 75","W",1,NA,NA,"SM","SF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 75","W",2,NA,NA,"SM","SF",0,5,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 80","W",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 80","W",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 96","W",1,NA,NA,"S","SF",0,0,"Y",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 96","W",2,NA,NA,"S","SF",0,0,"Y",1,NA,NA
